"","exon","WT1","WT2","WT3","WT+M1","WT+M2","WT+M2","KO-0-1","KO-0-2","KO-1-1","KO-1-2","KO-2-1","KO-2-2","KO-3-1","KO-3-2","KO-4-1","KO-4-2"
"13017","chr19:12669553-12670097",0.521276595744681,0.580246913580247,0,0,0,0,0,0,0,0.653846153846154,0,0,0,0,0,0.46031746031746
"13018","chr19:12670180-12670285",0,0,0,0,0,0.384615384615385,0.633333333333333,0,0,0,0,0,0,0,0,0
"13019","chr19:12670519-12670611",0,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0.587301587301587,0,0
"13020","chr19:12681033-12681211",0.027027027027027,0.0375234521575985,0.0575757575757576,0.0386740331491713,0.0393700787401575,0.0606060606060606,0.0719257540603248,0.0805555555555556,0.0396039603960396,1,0.0575221238938053,0.0700934579439252,1,0.0532319391634981,0.047808764940239,0.0593220338983051
"13021","chr19:12681305-12681332",0,0.0206378986866792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13022","chr19:12681359-12681413",0,0.026266416510319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13023","chr19:12681560-12681834",0.322784810126582,0.306340238543628,0.267872523686477,0.28454619787408,0.265025343953657,0.182352941176471,0.146520146520147,0.263116057233704,0.250214961306965,0,0.224446786090622,0.214208826695371,0,0.229916897506925,0.138872748402092,0.207865168539326
"13024","chr19:12681560-12681880",0.972972972972973,0.915572232645403,0.942424242424242,0.961325966850829,0.960629921259842,0.939393939393939,0.928074245939675,0.919444444444444,0.96039603960396,0,0.942477876106195,0.929906542056075,0,0.946768060836502,0.952191235059761,0.940677966101695
"13025","chr19:12689761-12689874",0,0,0,0,0,0,1,0.754385964912281,0,0,0,0,0,0,0,0
"13026","chr19:1269266-1269410",0.990660440293529,0.99293059125964,1,1,1,1,0.991677336747759,1,0.980571428571429,1,1,0.971653543307087,1,1,1,1
"13027","chr19:12694799-12694938",1,1,1,1,1,1,0,0.245614035087719,1,0,0,1,1,1,1,0
"13028","chr19:1269825-1270260",1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"13029","chr19:12706010-12706109",0,0,0,0,0,0,0.0689655172413793,0,0,0,0,0,0,0,0,0
"13030","chr19:12722477-12722572",0,0,0,0,0,0,0,0,0,0,0.063953488372093,0,0,0,0,0
"13031","chr19:12723769-12724011",1,1,1,1,1,1,0.931034482758621,1,1,1,0.936046511627907,1,1,1,1,1
"13032","chr19:12731344-12731853",0.557218309859155,0.516495402920498,0.530240265120133,0.535022354694486,0.610692771084337,0.574074074074074,0.563543936092956,0.630327868852459,0.634698275862069,0.519323671497585,0.495215311004785,0.497975708502024,0.560043668122271,0.607293127629734,0.63265306122449,0.597183098591549
"13033","chr19:12734313-12734684",0.442781690140845,0.483504597079502,0.469759734879867,0.464977645305514,0.389307228915663,0.425925925925926,0.436456063907044,0.369672131147541,0.365301724137931,0.480676328502415,0.504784688995215,0.502024291497976,0.439956331877729,0.392706872370266,0.36734693877551,0.402816901408451
"13034","chr19:12737459-12737666",0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1
"13035","chr19:1275530-1275830",0.310502283105023,1,1,1,1,1,0.326241134751773,1,0.284916201117318,1,0.237209302325581,0.267379679144385,1,0.266129032258065,0.313131313131313,0.22289156626506
"13036","chr19:1276021-1277299",0.689497716894977,0,0,0,0,0,0.673758865248227,0,0.715083798882682,0,0.762790697674419,0.732620320855615,0,0.733870967741935,0.686868686868687,0.77710843373494
"13037","chr19:12764999-12766614",0.554307116104869,0.512461059190031,0.577413479052823,0.386426592797784,0.553846153846154,0.55607476635514,0.495956873315364,0.554794520547945,0.587301587301587,0.467486818980668,0.414285714285714,0,0.579634464751958,0.524390243902439,0.60828025477707,0.617554858934169
"13038","chr19:12768013-12768123",0.0561797752808989,0.0809968847352025,0.0728597449908925,0.056786703601108,0.0581196581196581,0.0350467289719626,0.0619946091644205,0,0.0566893424036281,0.110720562390158,0.188095238095238,0.314720812182741,0,0.0902439024390244,0,0
"13039","chr19:12772994-12773253",0,0,0,0.261772853185596,0,0,0,0,0,0,0,0,0,0,0,0
"13040","chr19:12775405-12775620",0.358302122347066,0.375389408099688,0.304189435336976,0.267313019390582,0.348717948717949,0.352803738317757,0.38544474393531,0.383561643835616,0.315192743764172,0.384885764499121,0.366666666666667,0.609137055837564,0.378590078328982,0.331707317073171,0.39171974522293,0.332288401253919
"13041","chr19:12778300-12778457",0.031210986267166,0.0311526479750779,0.0455373406193078,0.0277008310249307,0.0393162393162393,0.0560747663551402,0.0566037735849057,0.0616438356164384,0.0408163265306122,0.0369068541300527,0.030952380952381,0.0761421319796954,0.0417754569190601,0.0536585365853659,0,0.0501567398119122
"13042","chr19:12801159-12801270",0.771560872081806,0.708403971906031,0.68567766741429,0.763381105586429,0.734033953112369,0.738795518207283,0.754080756013746,0.826147426981919,0.769032732622288,0.683311993171148,0.728006146753746,0.741435945565462,0.775502008032129,0.748048568950564,0.795689268073642,0.687846481876333
"13043","chr19:12801740-12801800",0.228439127918194,0.29159602809397,0.31432233258571,0.236618894413571,0.265966046887631,0.261204481792717,0.245919243986254,0.173852573018081,0.230967267377712,0.316688006828852,0.271993853246254,0.258564054434538,0.224497991967871,0.251951431049436,0.204310731926358,0.312153518123667
"13044","chr19:12806385-12806790",0.438520130576714,0.444274809160305,0.481684981684982,0.488888888888889,0.389513108614232,0.47450110864745,0.43254817987152,0.417690417690418,0.389937106918239,0.503521126760563,0,0.519650655021834,0,0.439024390243902,1,0.494117647058824
"13045","chr19:12806584-12807976",0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0
"13046","chr19:12807008-12807079",0.561479869423286,0.555725190839695,0.518315018315018,0.511111111111111,0.610486891385768,0.52549889135255,0.56745182012848,0.582309582309582,0.610062893081761,0.496478873239437,1,0.480349344978166,1,0.560975609756098,0,0.505882352941176
"13047","chr19:12880802-12881152",0.828313253012048,0.707547169811321,0.8068669527897,0.853658536585366,0.786885245901639,0.852040816326531,0.82962962962963,0.904545454545455,0.861764705882353,0.696551724137931,0,0.78515625,0.851145038167939,0.748878923766816,0.818181818181818,0.760147601476015
"13048","chr19:12881290-12881595",0.171686746987952,0.292452830188679,0.1931330472103,0.146341463414634,0.213114754098361,0.147959183673469,0.17037037037037,0.0954545454545455,0.138235294117647,0.303448275862069,1,0.21484375,0.148854961832061,0.251121076233184,0.181818181818182,0.239852398523985
"13049","chr19:12891160-12891395",0.156716417910448,0.131474103585657,0.147619047619048,0.150943396226415,0.114173228346457,0.132075471698113,0.114583333333333,0.157142857142857,0.0897435897435897,0.149532710280374,0.153061224489796,0.188235294117647,0.150943396226415,0.141414141414141,0.157894736842105,0.16504854368932
"13050","chr19:12891487-12891974",0.843283582089552,0.868525896414343,0.852380952380952,0.849056603773585,0.885826771653543,0.867924528301887,0.885416666666667,0.842857142857143,0.91025641025641,0.850467289719626,0.846938775510204,0.811764705882353,0.849056603773585,0.858585858585859,0.842105263157895,0.83495145631068
"13051","chr19:12904492-12904748",0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1
"13052","chr19:12918222-12918337",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13053","chr19:12930223-12930749",0.702031602708804,0,0,0.774545454545455,0.817415730337079,0,0.832684824902724,0.863636363636364,0.752032520325203,0,0,0,0,0.828326180257511,0.825641025641026,0.676724137931034
"13054","chr19:12933550-12933714",0.297968397291196,1,1,0.225454545454545,0.182584269662921,1,0.167315175097276,0.136363636363636,0.247967479674797,1,1,1,1,0.171673819742489,0.174358974358974,0.323275862068966
"13055","chr19:12938578-12939235",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"13056","chr19:12940484-12940540",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13057","chr19:12945855-12946020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13058","chr19:1295545-1295858",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13059","chr19:12956863-12957223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13060","chr19:12995475-12995864",1,0,0,0,0,0,1,0,0,0.22,0,0,0,0,0,0
"13061","chr19:13024888-13025552",0,1,1,1,1,1,0,0,1,0.78,1,1,0.602409638554217,1,1,1
"13062","chr19:13081680-13081855",0,0,0,0,0,0,0,0,0,0,0,0,0.397590361445783,0,0,0
"13063","chr19:13109769-13109838",1,0,0,0,0,0,0.126984126984127,0.111111111111111,0,0,0,0,0,0,0,0
"13064","chr19:13109915-13110001",0,0,0,0,0,0,0.116402116402116,0,0,0,0,0,0,0,0,0
"13065","chr19:13115626-13117112",0,0,1,1,1,1,0.756613756613757,0.888888888888889,0,1,1,1,0,0,1,1
"13066","chr19:13116862-13116935",0.107272727272727,0.0862068965517241,0.12109375,0.120401337792642,0.0990990990990991,0.109634551495017,0.113333333333333,0.233009708737864,0.0681198910081744,0.0462724935732648,0.0773993808049536,0.046875,0.0870870870870871,0.0740740740740741,0.112359550561798,0.0788643533123028
"13067","chr19:13118264-13118725",0.02,0.0323275862068966,0,0,0,0,0,0,0.0326975476839237,0.0411311053984576,0,0,0,0,0,0
"13068","chr19:13135200-13136153",0.656363636363636,0.532327586206897,0.87890625,0.655518394648829,0.666666666666667,0.651162790697674,0.633333333333333,0.766990291262136,0.67574931880109,0.912596401028278,0.922600619195046,0.953125,0.705705705705706,0.597883597883598,0.887640449438202,0.703470031545741
"13069","chr19:13137478-13137575",0.216363636363636,0.349137931034483,0,0.224080267558528,0.234234234234234,0.239202657807309,0.253333333333333,0,0.223433242506812,0,0,0,0.207207207207207,0.328042328042328,0,0.217665615141956
"13070","chr19:13149499-13150383",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13071","chr19:1354711-1355135",0.139240506329114,0.0714285714285714,0.182795698924731,0,0,0,0,0.175,0,0.15625,0,0,0,0.1375,0.141176470588235,0
"13072","chr19:1356290-1356449",0.860759493670886,0.928571428571429,0.817204301075269,1,1,1,1,0.825,1,0.84375,1,1,1,0.8625,0.858823529411765,1
"13073","chr19:13731760-13732068",0.114249037227214,0.319767441860465,0.30718954248366,0.134228187919463,0.112531969309463,0.213213213213213,0.117647058823529,0.118589743589744,0.1284046692607,0.297029702970297,0.370967741935484,0.31547619047619,0.159090909090909,0.153225806451613,0.160949868073879,0.127058823529412
"13074","chr19:13747864-13747954",0.0680359435173299,0.436046511627907,0.38562091503268,0.129753914988814,0.156010230179028,0.114114114114114,0.141176470588235,0.102564102564103,0.124513618677043,0.415841584158416,0.629032258064516,0.470238095238095,0.106818181818182,0.147849462365591,0.110817941952507,0.145882352941176
"13075","chr19:13751608-13751811",0.732991014120667,0,0,0.621923937360179,0.641943734015345,0.594594594594595,0.741176470588235,0.778846153846154,0.607003891050584,0,0,0,0.643181818181818,0.698924731182796,0.728232189973615,0.642352941176471
"13076","chr19:13761391-13761568",0.0847240051347882,0.244186046511628,0.30718954248366,0.114093959731544,0.0895140664961637,0.0780780780780781,0,0,0.140077821011673,0.287128712871287,0,0.214285714285714,0.0909090909090909,0,0,0.0847058823529412
"13077","chr19:13764871-13765109",1,1,1,0.155660377358491,0.130952380952381,0.128140703517588,0.293103448275862,1,0.288372093023256,1,1,1,0.143661971830986,0.112903225806452,0.121739130434783,1
"13078","chr19:13765954-13766129",0,0,0,0,0,0,0.706896551724138,0,0.711627906976744,0,0,0,0,0,0,0
"13079","chr19:13768359-13769048",0,0,0,0.844339622641509,0.869047619047619,0.871859296482412,0,0,0,0,0,0,0.856338028169014,0.887096774193548,0.878260869565217,0
"13080","chr19:13774456-13774707",0.99271472392638,0.990922121356904,0.981447124304267,0.993059936908517,0.987605633802817,1,0.985308521057786,0.988271604938272,0.982057416267943,0.984526112185687,0.988904299583911,1,0.975609756097561,0.987509184423218,0,0.99171686746988
"13081","chr19:13774824-13774903",0.00728527607361963,0.00907787864309603,0.0185528756957328,0.00694006309148265,0.0123943661971831,0,0.0146914789422135,0.0117283950617284,0.0179425837320574,0.0154738878143133,0.0110957004160888,0,0.024390243902439,0.0124908155767818,1,0.00828313253012048
"13082","chr19:13799720-13799921",0,0.186440677966102,0,0,0,0,0,0,0,0.168831168831169,0,0,0,0,0,0
"13083","chr19:13804792-13805148",0,0,1,0,0,0,0.745762711864407,0,0,0.506493506493506,0,0,0.433333333333333,1,0,0
"13084","chr19:13812997-13813164",0,0,0,0,0,0,0.254237288135593,0,0,0,0.41,0,0,0,0,0.418181818181818
"13085","chr19:13819357-13819492",1,0.559322033898305,0,1,1,1,0,1,1,0,0.59,0,0.566666666666667,0,1,0.581818181818182
"13086","chr19:13828645-13828726",0,0.254237288135593,0,0,0,0,0,0,0,0.324675324675325,0,0,0,0,0,0
"13087","chr19:1383708-1384156",0,0,0,0,0,0,0,0,0,0,0.0718954248366013,0,0,0,0,0
"13088","chr19:13883308-13883600",0,0,0,0.5,0.382352941176471,0,0,0,0,0,0,0,0,0,0,0
"13089","chr19:1388525-1391165",1,1,1,1,1,1,1,1,1,1,0.928104575163399,1,1,1,1,1
"13090","chr19:13905715-13906165",1,1,1,0.5,0.617647058823529,1,1,1,1,0,1,0,0,1,1,0
"13091","chr19:13906201-13906501",0.0691823899371069,0.0736253494874185,0.0946882217090069,0.0715350223546945,0.0467185761957731,0.0889212827988338,0.0772058823529412,0.0320754716981132,0.0714285714285714,0.230046948356808,0.176056338028169,0.183333333333333,0.118556701030928,0.0990291262135922,0.0843881856540084,0.085667215815486
"13092","chr19:13909823-13909958",0.377358490566038,0.44641192917055,0.352193995381062,0.459016393442623,0.421579532814238,0.408163265306122,0.447303921568627,0.513207547169811,0.345238095238095,0,0,0.483333333333333,0.338487972508591,0.388349514563107,0.394514767932489,0.378912685337727
"13093","chr19:13918070-13918194",0,0.059645852749301,0,0,0,0,0,0.0358490566037736,0,0,0,0,0,0,0,0
"13094","chr19:13918912-13919042",0.0719776380153739,0.0838769804287046,0.0727482678983834,0.11177347242921,0.0711902113459399,0.0772594752186589,0.0294117647058824,0.060377358490566,0.105654761904762,0.21830985915493,0.309859154929577,0.333333333333333,0.121993127147766,0.106796116504854,0.0949367088607595,0
"13095","chr19:13919130-13919202",0.0894479385045423,0,0.0773672055427252,0,0.0834260289210234,0,0.0759803921568627,0,0.135416666666667,0,0,0,0,0,0,0.103789126853377
"13096","chr19:13923328-13923455",0.326345213137666,0.273066169617894,0.306004618937644,0.357675111773472,0.330367074527253,0.379008746355685,0.33578431372549,0.358490566037736,0.342261904761905,0.551643192488263,0.514084507042254,0,0.420962199312715,0.405825242718447,0.426160337552743,0.43163097199341
"13097","chr19:13930078-13930154",0.0656883298392732,0.0633737185461323,0.0969976905311778,0,0.0467185761957731,0.0466472303206997,0.0343137254901961,0,0,0,0,0,0,0,0,0
"13098","chr19:1393888-1394357",1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
"13099","chr19:13952509-13952644",0.144522144522145,0.111904761904762,0.307692307692308,0.284552845528455,0.0949720670391061,0.288372093023256,0.101313320825516,0.114678899082569,0.38,0.36150234741784,0.314102564102564,0.365384615384615,0.338888888888889,0.415204678362573,0.398601398601399,0.364640883977901
"13100","chr19:13954340-13954437",0.264568764568765,0.220238095238095,0.692307692307692,0.715447154471545,0.309124767225326,0.711627906976744,0.300187617260788,0.256880733944954,0.62,0.63849765258216,0.685897435897436,0.634615384615385,0.661111111111111,0.584795321637427,0.601398601398601,0.635359116022099
"13101","chr19:13959561-13959895",0.590909090909091,0.667857142857143,0,0,0.595903165735568,0,0.598499061913696,0.628440366972477,0,0,0,0,0,0,0,0
"13102","chr19:13963538-13963746",0,0,0.355113636363636,0,0.213186813186813,0,0.25,0.113445378151261,0.282644628099174,0.844748858447489,0.894736842105263,0.665198237885463,0.572649572649573,0.795774647887324,0.349673202614379,0.303529411764706
"13103","chr19:13966633-13966751",0.792056074766355,0.883152173913043,0.644886363636364,0.702797202797203,0.652747252747253,0.786324786324786,0.677083333333333,0.726890756302521,0.48595041322314,0,0,0,0,0,0.584967320261438,0.496470588235294
"13104","chr19:13977992-13978086",0.207943925233645,0,0,0.164335664335664,0.0857142857142857,0.102564102564103,0,0.0672268907563025,0.137190082644628,0,0,0,0.273504273504274,0,0,0.141176470588235
"13105","chr19:13983028-13983270",0,0,0,0.0664335664335664,0,0,0,0,0.028099173553719,0,0,0.211453744493392,0,0,0,0
"13106","chr19:1399793-1399938",0.965116279069767,1,0.942028985507246,0.929166666666667,1,0,1,0,1,0.923076923076923,0.871428571428571,0.876712328767123,1,1,1,1
"13107","chr19:13998118-13998317",0,0.116847826086957,0,0.0664335664335664,0.0483516483516484,0.111111111111111,0.0729166666666667,0.092436974789916,0.0661157024793388,0.155251141552511,0.105263157894737,0.123348017621145,0.0982905982905983,0.204225352112676,0.065359477124183,0.0588235294117647
"13108","chr19:14006103-14006322",0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0
"13109","chr19:1401296-1401570",0.0348837209302326,0,0.0579710144927536,0.0708333333333333,0,0,0,0,0,0.0769230769230769,0.128571428571429,0.123287671232877,0,0,0,0
"13110","chr19:1407569-1407802",0.176216216216216,0.11023102310231,0.0750228728270814,0.0977011494252874,0.202486678507993,0.107361963190184,0.0693333333333333,0.080607476635514,0.104872881355932,0.24950884086444,0.586538461538462,0.592391304347826,0.121673003802281,0.0874471086036671,0.0958333333333333,0.105032822757112
"13111","chr19:14088880-14088976",0,0,0.662162162162162,0.85981308411215,0.896848137535817,0.699708454810496,0.917771883289125,0.881918819188192,0.668354430379747,0,0,0,0,0,0,0
"13112","chr19:14089068-14089362",0.746724890829694,0,0.252252252252252,0,0,0.227405247813411,0,0,0.268354430379747,0.917857142857143,0.898089171974522,0.890365448504983,0.881987577639752,0.846625766871166,0.774193548387097,0.865030674846626
"13113","chr19:14089785-14090751",0.253275109170306,1,0.0855855855855856,0.14018691588785,0.103151862464183,0.0728862973760933,0.0822281167108753,0.118081180811808,0.0632911392405063,0.0821428571428571,0.101910828025478,0.109634551495017,0.118012422360248,0.153374233128834,0.225806451612903,0.134969325153374
"13114","chr19:1409824-1410079",0.0205405405405405,0,0,0,0.0266429840142096,0,0,0,0,0,0,0,0,0,0,0
"13115","chr19:14107348-14108814",0.622828784119107,0,0,0.658862876254181,0,0.578723404255319,0,0,0.629496402877698,0.60337552742616,0.602803738317757,0.491891891891892,0.64638783269962,0,0.596858638743455,0.637254901960784
"13116","chr19:14117502-14117762",0.377171215880893,1,1,0.341137123745819,1,0.421276595744681,1,1,0.370503597122302,0.39662447257384,0.397196261682243,0.508108108108108,0.35361216730038,1,0.403141361256544,0.362745098039216
"13117","chr19:14136348-14136613",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13118","chr19:1415970-1417540",0.211891891891892,0.0937293729372937,0.0887465690759378,0,0.229129662522202,0.0889570552147239,0.0764444444444444,0.123831775700935,0.111228813559322,0.18860510805501,0.413461538461538,0.407608695652174,0.11660329531052,0.126939351198872,0.113888888888889,0.0919037199124726
"13119","chr19:14164621-14164705",0,0,0.126050420168067,0,0,0,0,0,0,0,0,0,0,0,0,0
"13120","chr19:14177531-14177744",1,0.929824561403509,0.873949579831933,0,1,1,1,1,1,1,0.835294117647059,1,1,1,1,1
"13121","chr19:1418204-1418370",0,0.475247524752475,0.472095150960659,0.588122605363985,0,0.515337423312883,0.599111111111111,0.560747663551402,0.458686440677966,0,0,0,0.490494296577947,0.558533145275035,0.531944444444444,0.50437636761488
"13122","chr19:14205985-14206187",0,0.0701754385964912,0,0,0,0,0,0,0,0,0.164705882352941,0,0,0,0,0
"13123","chr19:1430222-1430362",0.591351351351351,0.320792079207921,0.364135407136322,0.314176245210728,0.541740674955595,0.288343558282209,0.255111111111111,0.23481308411215,0.32521186440678,0.56188605108055,0,0,0.271229404309252,0.227080394922426,0.258333333333333,0.298687089715536
"13124","chr19:14381156-14381545",0.567567567567568,0.648648648648649,1,0,0.46551724137931,1,1,1,0.611111111111111,1,1,0.419354838709677,0.5625,1,0,1
"13125","chr19:14388450-14388500",0,0,0,0,0,0,0,0,0.388888888888889,0,0,0,0,0,0,0
"13126","chr19:14406331-14406557",0.432432432432432,0.351351351351351,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0
"13127","chr19:14407061-14407229",0,0,0,0,0.53448275862069,0,0,0,0,0,0,0.580645161290323,0,0,0,0
"13128","chr19:14409303-14409645",0.640454760776883,0,0,0,0.620886981402003,0.628448275862069,1,0.665677546983185,0,0,0,0,0.661851608667104,0,0.626535626535627,0
"13129","chr19:14419270-14419383",0.359545239223117,1,1,1,0.379113018597997,0.371551724137931,0,0.334322453016815,1,1,1,0,0.338148391332896,0,0.373464373464373,1
"13130","chr19:14433306-14433542",0,0,0,0,0,0,0,0,0,0.0147213459516299,0,0,0,0,0,0
"13131","chr19:14443470-14443621",0.570230607966457,0,0,0,0,0.479351032448378,0,0.517195767195767,0.557935735150925,0.553101997896951,1,1,0,0,0.453473132372215,0.495530012771392
"13132","chr19:14451829-14452023",0.429769392033543,1,1,1,1,0.520648967551622,1,0.482804232804233,0.442064264849075,0.43217665615142,0,0,1,1,0.546526867627785,0.504469987228608
"13133","chr19:14458401-14458928",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"13134","chr19:14478684-14478765",0,0,0,0.414225941422594,0.237204724409449,0.476543209876543,0,0.462328767123288,0.602870813397129,0,0,0,0.555023923444976,0,0.465631929046563,0.406818181818182
"13135","chr19:14481747-14483463",0,0,0,0,0.529527559055118,0,0,0,0,0,0,0,0,0,0,0
"13136","chr19:14491656-14491743",0.710144927536232,0.630853994490358,0.705223880597015,0.430962343096234,0.15748031496063,0.382716049382716,0.737160120845921,0.352739726027397,0.330143540669856,0.706713780918728,0.885135135135135,0.931428571428571,0.411483253588517,0.675925925925926,0.34589800443459,0.425
"13137","chr19:14492857-14492912",0.205314009661836,0.261707988980716,0.197761194029851,0.125523012552301,0.0570866141732283,0.101234567901235,0.193353474320242,0.136986301369863,0,0.254416961130742,0,0,0,0.240740740740741,0.157427937915743,0.122727272727273
"13138","chr19:14496037-14496149",0.0845410628019324,0.107438016528926,0.0970149253731343,0.0292887029288703,0.0187007874015748,0.0395061728395062,0.0694864048338369,0.0479452054794521,0.0669856459330144,0.03886925795053,0.114864864864865,0.0685714285714286,0.0334928229665072,0.0833333333333333,0.0310421286031042,0.0454545454545455
"13139","chr19:14518139-14518407",0.95221843003413,0.947712418300654,0.941176470588235,0,1,0.895061728395062,0.821782178217822,0.751937984496124,0.94672131147541,1,1,0.956692913385827,1,1,1,1
"13140","chr19:14529543-14529640",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13141","chr19:14529579-14532528",0.675539568345324,0.706039076376554,0.671800947867299,0.648498331479422,0.672566371681416,0.641095890410959,0.644444444444444,0.591549295774648,0.658119658119658,0.733333333333333,0.733766233766234,0.662686567164179,0.648876404494382,0.670043415340087,0.666666666666667,0.696165191740413
"13142","chr19:14545114-14545180",0,0,0.0165876777251185,0,0,0,0.0177777777777778,0,0,0,0,0,0,0,0,0
"13143","chr19:14550208-14550343",0.0477815699658703,0.0522875816993464,0.0588235294117647,0,0,0.104938271604938,0.178217821782178,0.248062015503876,0.0532786885245902,0,0,0.0433070866141732,0,0,0,0
"13144","chr19:14562356-14562575",0.324460431654676,0.293960923623446,0.311611374407583,0.351501668520578,0.327433628318584,0.358904109589041,0.337777777777778,0.408450704225352,0.341880341880342,0.266666666666667,0.266233766233766,0.337313432835821,0.351123595505618,0.329956584659913,0.333333333333333,0.303834808259587
"13145","chr19:14566765-14566933",0,0,0,0,0.708036622583927,0.698087431693989,0.724919093851133,0.804281345565749,0,0,0,0,0,0,0,0
"13146","chr19:14571889-14572066",1,1,1,1,0.291963377416073,0.301912568306011,0.275080906148867,0.195718654434251,1,1,1,1,1,1,1,1
"13147","chr19:14690048-14690150",0.486486486486487,1,0,1,0.5,1,0.481481481481481,1,1,0.58974358974359,0.535714285714286,1,0.456521739130435,0.48,0.433333333333333,0
"13148","chr19:14693451-14693494",0.513513513513513,0,0,0,0.5,0,0.518518518518518,0,0,0.41025641025641,0.464285714285714,0,0.543478260869565,0.52,0.566666666666667,1
"13149","chr19:1478413-1479219",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13150","chr19:1483284-1483463",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"13151","chr19:1489793-1490411",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"13152","chr19:1491166-1491384",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13153","chr19:15049480-15049645",0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
"13154","chr19:15107401-15107521",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13155","chr19:15108833-15110735",1,0,0,1,0,0,1,0,0.253521126760563,1,0,0,0.301369863013699,1,1,1
"13156","chr19:15111313-15111439",0,0,1,0,0,0,0,0,0.746478873239437,0,0,0,0.698630136986301,0,0,0
"13157","chr19:15119166-15119302",0.744186046511628,1,0,0.760416666666667,0.676818950930626,1,0.764497041420118,0.785310734463277,1,0,0,0,0.691764705882353,0.883008356545961,0.761658031088083,0
"13158","chr19:15123116-15123243",0.24031007751938,0,0,0.211805555555556,0.296108291032149,0,0.235502958579882,0.214689265536723,0,0,0,0,0.249411764705882,0,0.238341968911917,0
"13159","chr19:15123375-15124034",0,0,0,0,0,0,0,0,0,0,0.753246753246753,0,0,0.116991643454039,0,0
"13160","chr19:15124563-15125362",0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0
"13161","chr19:15125380-15125786",0.0155038759689922,0,1,0.0277777777777778,0.027072758037225,0,0,0,0,1,0.246753246753247,1,0,0,0,1
"13162","chr19:15170086-15170170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159420289855072,0
"13163","chr19:15170331-15170553",0.195414847161572,0.169724770642202,0.205761316872428,0.175172413793103,0.24390243902439,0.27027027027027,0.17007874015748,0.131455399061033,0.196793002915452,0.152694610778443,0,0,0.193452380952381,0.208333333333333,0.144927536231884,0.270967741935484
"13164","chr19:15174068-15174400",0.125545851528384,0.110091743119266,0.113854595336077,0.124137931034483,0.154471544715447,0,0.103937007874016,0.119718309859155,0.112244897959184,0.142215568862275,0.185606060606061,0.128504672897196,0.141369047619048,0.09375,0.0833333333333333,0
"13165","chr19:15180072-15180256",0,0,0,0,0,0,0,0.213615023474178,0,0,0,0,0,0,0,0
"13166","chr19:15180681-15180828",0.0906113537117904,0.0871559633027523,0.10562414266118,0.0744827586206896,0.130081300813008,0,0.0866141732283465,0,0.0801749271137026,0.125748502994012,0.200757575757576,0.170560747663551,0.087797619047619,0.0902777777777778,0.0869565217391304,0.10752688172043
"13167","chr19:15184295-15184450",0,0.107798165137615,0.0754458161865569,0.121379310344828,0.0894308943089431,0.0833333333333333,0.0740157480314961,0,0.112244897959184,0,0,0,0.09375,0.104166666666667,0.0942028985507246,0
"13168","chr19:15187105-15187338",0.385371179039301,0.333715596330275,0.334705075445816,0.347586206896552,0.382113821138211,0.407657657657658,0.374803149606299,0.354460093896714,0.279883381924198,0.389221556886228,0.422348484848485,0.44392523364486,0.305059523809524,0.340277777777778,0.266304347826087,0.421505376344086
"13169","chr19:15191960-15192298",0.203056768558952,0.19151376146789,0.164609053497942,0.157241379310345,0,0.238738738738739,0.190551181102362,0.18075117370892,0.21865889212828,0.190119760479042,0.191287878787879,0.257009345794392,0.178571428571429,0.163194444444444,0.144927536231884,0.2
"13170","chr19:15197500-15197578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199275362318841,0
