ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
13556	"ENSG00000310527.1"	"WASH9P"	chr1	-	188049	188584	195262	195416	187754	187890	199836	199861	13556	0,0	0,3	0,3,0	2,1,2	298	298	1	1.0	NA,0.0	0.0,0.75,0.0	-0.25
13557	"ENSG00000310527.1"	"WASH9P"	chr1	-	188129	188584	195262	195416	187379	187577	199836	199875	13557	0,0	2,8	0,3,0	8,4,1	298	298	0.464983876175	0.9915605462627515	0.0,0.0	0.0,0.429,0.0	-0.143
13558	"ENSG00000310527.1"	"WASH9P"	chr1	-	188129	188584	195262	195416	187754	187890	199836	199861	13558	0,0	5,8	0,3,0	6,9,1	298	298	0.657491461706	1.0	0.0,0.0	0.0,0.25,0.0	-0.083
13560	"ENSG00000310527.1"	"WASH9P"	chr1	-	188790	188889	195262	195416	188129	188584	199836	199863	13560	0,0	5,3	0,3,2	14,5,10	298	248	0.0501364657017	0.3863200238175984	0.0,0.0	0.0,0.333,0.143	-0.159
13561	"ENSG00000310527.1"	"WASH9P"	chr1	-	188790	188892	195262	195416	188438	188584	199836	199863	13561	0,0	5,3	0,3,2	14,5,10	298	251	0.0488802791905	0.3794765134477489	0.0,0.0	0.0,0.336,0.144	-0.16
13562	"ENSG00000310527.1"	"WASH9P"	chr1	-	188790	188902	195262	195416	188438	188584	199836	199863	13562	0,0	5,3	0,3,2	14,5,10	298	261	0.0448262826445	0.36155662277003225	0.0,0.0	0.0,0.344,0.149	-0.164
13563	"ENSG00000310527.1"	"WASH9P"	chr1	-	188790	189077	195262	195416	188438	188584	199836	199866	13563	0,0	5,3	0,3,2	14,6,10	298	298	0.0362806882132	0.32610962534902205	0.0,0.0	0.0,0.333,0.167	-0.167
13576	"ENSG00000072849.11"	"DERL2"	chr17	-	5480386	5480582	5481100	5481142	5480053	5480144	5481295	5481389	13576	17,4	512,288	14,10,9	466,379,263	191	298	0.703713099853	1.0	0.049,0.021	0.045,0.04,0.051	-0.01
13577	"ENSG00000197050.11"	"ZNF420"	chr19	+	37080344	37080388	37090994	37091121	37078417	37078570	37111599	37111711	13577	7,0	1,1	4,9,2	2,2,0	193	276	0.531172764773	1.0	0.909,0.0	0.741,0.866,1.0	-0.415
13578	"ENSG00000197050.11"	"ZNF420"	chr19	+	37080344	37080388	37090994	37091121	37078432	37078570	37127127	37130368	13578	8,0	21,35	4,8,4	39,38,11	193	276	0.491462003994	1.0	0.353,0.0	0.128,0.231,0.342	-0.057
13579	"ENSG00000197050.11"	"ZNF420"	chr19	+	37089038	37089127	37090994	37091121	37078445	37078570	37127127	37127481	13579	1,0	21,35	0,2,1	39,38,11	238	276	1	1.0	0.052,0.0	0.0,0.058,0.095	-0.025
13580	"ENSG00000197050.11"	"ZNF420"	chr19	+	37089038	37089127	37111599	37111711	37080344	37080388	37127127	37127139	13580	13,28	2,2	20,20,23	4,4,1	238	261	0.595887185623	1.0	0.877,0.939	0.846,0.846,0.962	0.023
13581	"ENSG00000197050.11"	"ZNF420"	chr19	+	37089038	37089127	37090994	37091121	37080344	37080388	37127127	37127255	13581	13,28	25,35	20,20,23	40,36,11	238	276	0.666646706616	1.0	0.376,0.481	0.367,0.392,0.708	-0.061
13582	"ENSG00000168288.13"	"MMADHC"	chr2	-	149579430	149579648	149582126	149582271	149576436	149576542	149587088	149587149	13582	685,453	453,398	826,801,601	758,625,469	294	298	0.450949376222	0.9826612005866457	0.605,0.536	0.525,0.565,0.565	0.019
13583	"ENSG00000168288.13"	"MMADHC"	chr2	-	149582126	149582271	149587088	149587149	149579430	149579648	149587663	149587775	13583	22,10	885,606	19,25,25	1190,1075,701	210	294	0.642287854376	1.0	0.034,0.023	0.022,0.032,0.048	-0.006
13601	"ENSG00000097046.13"	"CDC7"	chr1	+	91501653	91501831	91507853	91507937	91500850	91500948	91508261	91508397	13601	50,36	45,60	66,50,29	45,62,46	298	233	0.679308101187	1.0	0.465,0.319	0.534,0.387,0.33	-0.025
13603	"ENSG00000078070.14"	"MCCC1"	chr3	-	183017265	183017337	183020129	183020237	183015217	183015566	183022416	183022554	13603	325,187	321,233	290,228,186	289,247,178	257	221	0.515838759459	1.0	0.465,0.408	0.463,0.443,0.473	-0.023
13604	"ENSG00000078070.14"	"MCCC1"	chr3	-	183025754	183025804	183033990	183034077	183022416	183022554	183037217	183037434	13604	266,231	119,81	221,232,146	102,93,56	236	199	0.777148566177	1.0	0.653,0.706	0.646,0.678,0.687	0.009
13605	"ENSG00000078070.14"	"MCCC1"	chr3	-	183033990	183034077	183037217	183037434	183025754	183025804	183039025	183039135	13605	607,412	284,187	512,442,364	233,206,115	298	236	0.369718112725	0.9153583680042087	0.629,0.636	0.635,0.63,0.715	-0.027
13606	"ENSG00000078070.14"	"MCCC1"	chr3	-	183041566	183041750	183045412	183045540	183039025	183039135	183052158	183052240	13606	264,206	621,389	275,238,140	492,389,308	277	298	0.227966602063	0.7605518720494575	0.314,0.363	0.376,0.397,0.328	-0.028
13607	"ENSG00000078070.14"	"MCCC1"	chr3	-	183045412	183045540	183052158	183052240	183041566	183041750	183057310	183057422	13607	117,100	376,281	134,117,97	355,317,200	231	277	0.152384049605	0.6446270273728645	0.272,0.299	0.312,0.307,0.368	-0.044
13608	"ENSG00000078070.14"	"MCCC1"	chr3	-	183072365	183072487	183086692	183086788	183071209	183071357	183094558	183094605	13608	2,2	323,216	5,6,1	272,244,164	245	271	0.320977026225	0.8700439368885271	0.007,0.01	0.02,0.026,0.007	-0.009
13609	"ENSG00000078070.14"	"MCCC1"	chr3	-	183086692	183086784	183092408	183092545	183072365	183072487	183094558	183094605	13609	181,142	235,183	181,157,99	205,152,109	286	241	0.151300422292	0.6427587062270235	0.394,0.395	0.427,0.465,0.434	-0.047
13610	"ENSG00000078070.14"	"MCCC1"	chr3	-	183086692	183086788	183092408	183092545	183072365	183072487	183094558	183094605	13610	181,142	244,191	181,157,99	222,161,113	286	245	0.196520034225	0.7118432078921025	0.389,0.389	0.411,0.455,0.429	-0.043
13611	"ENSG00000078070.14"	"MCCC1"	chr3	-	183090935	183091031	183092408	183092545	183086692	183086788	183094558	183094605	13611	453,339	0,2	471,343,226	4,0,0	286	245	1	1.0	1.0,0.993	0.99,1.0,1.0	-0.0
13612	"ENSG00000168894.10"	"RNF181"	chr2	+	85596821	85596931	85597103	85597178	85596518	85596649	85597444	85597708	13612	1165,934	197,107	870,767,546	152,158,123	259	224	0.00546040281747	0.10870979459230586	0.836,0.883	0.832,0.808,0.793	0.048
13613	"ENSG00000168894.10"	"RNF181"	chr2	+	85596856	85596931	85597103	85597178	85596518	85596649	85597444	85597604	13613	43,14	197,107	26,24,18	152,158,123	224	224	0.441363737397	0.9743351379177176	0.179,0.116	0.146,0.132,0.128	0.012
13614	"ENSG00000123836.15"	"PFKFB2"	chr1	+	207070279	207070409	207071187	207071250	207069423	207069528	207071508	207071573	13614	35,33	22,20	48,32,26	37,34,17	279	212	0.265476463668	0.8086141971390775	0.547,0.556	0.496,0.417,0.537	0.068
13615	"ENSG00000236204.8"	"LINC01376"	chr2	-	18995318	18995367	19022333	19022487	18987826	18987868	19026640	19026705	13615	12,4	4,2	4,3,1	1,0,0	298	198	0.000206995407629	0.012624036203234209	0.666,0.571	0.727,1.0,1.0	-0.29
13616	"ENSG00000236204.8"	"LINC01376"	chr2	-	18995318	18995367	19022071	19022487	18987829	18987868	19026640	19026705	13616	11,2	4,2	4,3,1	1,0,0	298	198	2.81771888979e-05	0.0030148140824123983	0.646,0.399	0.727,1.0,1.0	-0.386
13619	"ENSG00000236204.8"	"LINC01376"	chr2	-	19022333	19022487	19026640	19026705	18995322	18995367	19084926	19085025	13619	1,0	0,2	0,1,0	0,0,2	214	298	1	1.0	1.0,0.0	NA,1.0,0.0	0.0
13620	"ENSG00000236204.8"	"LINC01376"	chr2	-	19026640	19026705	19084926	19085025	19022333	19022487	19125251	19125387	13620	3,2	5,2	0,1,0	2,1,0	248	214	1	1.0	0.341,0.463	0.0,0.463,NA	0.171
13621	"ENSG00000153827.15"	"TRIP12"	chr2	-	229771518	229771632	229774096	229774261	229769230	229769325	229777314	229777479	13621	376,281	176,137	602,498,335	285,270,199	298	263	0.382125509245	0.9250352282314449	0.653,0.644	0.651,0.619,0.598	0.026
13622	"ENSG00000153827.15"	"TRIP12"	chr2	-	229774096	229774261	229777314	229777479	229771518	229771632	229778432	229778587	13622	391,229	218,184	610,420,350	441,351,279	298	298	0.230226258001	0.7624567103066807	0.642,0.554	0.58,0.545,0.556	0.038
13623	"ENSG00000153827.15"	"TRIP12"	chr2	-	229787504	229787661	229788797	229788940	229785756	229785855	229789610	229789762	13623	223,178	202,171	369,314,237	360,300,159	292	298	0.598783756417	1.0	0.53,0.515	0.511,0.516,0.603	-0.021
13624	"ENSG00000153827.15"	"TRIP12"	chr2	-	229830755	229830839	229836847	229836984	229829192	229829288	229840821	229840927	13624	201,153	129,92	433,300,260	196,176,127	286	233	0.127267609036	0.5966659810827498	0.559,0.575	0.643,0.581,0.625	-0.049
13625	"ENSG00000153827.15"	"TRIP12"	chr2	-	229836847	229836984	229840821	229840927	229830755	229830839	229858771	229858831	13625	144,74	183,147	256,232,139	346,286,220	255	286	0.437846463008	0.972198608159545	0.469,0.361	0.454,0.476,0.415	-0.033
13626	"ENSG00000153827.15"	"TRIP12"	chr2	-	229840821	229840927	229858771	229859574	229836847	229836984	229879981	229880128	13626	91,73	137,107	235,186,129	315,219,190	298	255	0.407352726195	0.9495031679258694	0.362,0.369	0.39,0.421,0.367	-0.027
13627	"ENSG00000077549.19"	"CAPZB"	chr1	-	19344357	19345252	19356634	19356751	19339136	19339617	19357421	19357563	13627	1222,907	916,647	1514,1202,893	1042,864,592	266	298	0.564422580986	1.0	0.599,0.611	0.619,0.609,0.628	-0.014
13628	"ENSG00000077549.19"	"CAPZB"	chr1	-	19345186	19345252	19356634	19356751	19338775	19339617	19357421	19357563	13628	1222,907	1,4	1514,1202,893	0,0,2	266	215	1	1.0	0.999,0.995	1.0,1.0,0.997	-0.002
13630	"ENSG00000162384.14"	"CZIB"	chr1	-	53218171	53218203	53218413	53218495	53216781	53216859	53218866	53218923	13630	66,63	28,20	64,64,49	29,19,14	231	181	0.781905792682	1.0	0.649,0.712	0.634,0.725,0.733	-0.017
13631	"ENSG00000162384.14"	"CZIB"	chr1	-	53218413	53218495	53218866	53218923	53218171	53218203	53220260	53220344	13631	40,27	101,86	38,52,24	131,92,59	206	231	0.550677870343	1.0	0.308,0.26	0.245,0.388,0.313	-0.031
13632	"ENSG00000117335.21"	"CD46"	chr1	+	207761248	207761446	207767778	207767823	207759638	207759724	207783291	207783330	13632	607,426	17,7	698,581,394	11,8,7	298	194	0.178265859167	0.6820178570628895	0.959,0.975	0.976,0.979,0.973	-0.009
13633	"ENSG00000117335.21"	"CD46"	chr1	+	207761248	207761446	207770320	207770362	207759638	207759724	207783291	207783330	13633	607,426	277,184	698,581,394	311,283,164	298	191	0.912745910028	1.0	0.584,0.597	0.59,0.568,0.606	0.003
13634	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207767195	207783291	207783330	207761248	207761446	207785070	207785106	13634	529,438	295,230	661,549,368	384,295,196	298	188	0.879150599221	1.0	0.531,0.546	0.521,0.54,0.542	0.004
13636	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207767823	207783291	207783330	207761248	207761446	207785070	207785106	13636	529,438	295,230	661,549,368	384,295,196	298	188	0.879150599221	1.0	0.531,0.546	0.521,0.54,0.542	0.004
13637	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207770362	207783291	207783330	207759638	207761446	207785070	207785106	13637	528,438	295,230	663,550,368	384,295,196	298	188	0.897840714352	1.0	0.53,0.546	0.521,0.54,0.542	0.004
13638	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207770320	207770362	207759638	207759724	207783291	207783330	13638	17,7	277,184	11,8,7	311,283,164	194	191	0.166960719571	0.6674657079837643	0.057,0.036	0.034,0.027,0.04	0.013
13639	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207769947	207770123	207767012	207767195	207770320	207770362	13639	886,646	3,2	869,739,478	5,2,2	194	298	1	1.0	0.998,0.998	0.996,0.998,0.997	0.001
13640	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207770320	207770362	207767012	207767195	207783291	207783330	13640	179,129	510,296	223,185,115	604,486,320	194	191	0.730880741444	1.0	0.257,0.3	0.267,0.273,0.261	0.011
13641	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207770320	207770362	207767012	207767195	207785070	207785106	13641	145,112	60,42	192,164,88	125,52,40	194	191	0.409561548762	0.951164594215861	0.704,0.724	0.602,0.756,0.684	0.033
13642	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207783291	207783330	207767012	207767195	207785070	207785106	13642	145,112	302,238	192,164,88	408,304,205	194	188	0.921771366485	1.0	0.318,0.313	0.313,0.343,0.294	-0.001
13643	"ENSG00000117335.21"	"CD46"	chr1	+	207770320	207770362	207783291	207783330	207767012	207767195	207785070	207785106	13643	60,42	302,238	125,52,40	408,304,205	191	188	0.241280240659	0.778765725254402	0.164,0.148	0.232,0.144,0.161	-0.023
13644	"ENSG00000117335.21"	"CD46"	chr1	+	207770320	207770362	207783291	207783330	207767012	207767823	207785070	207785106	13644	275,212	333,248	310,228,157	417,319,223	191	188	0.216034360352	0.7421870701739224	0.448,0.457	0.423,0.413,0.409	0.038
13645	"ENSG00000117335.21"	"CD46"	chr1	+	207783291	207783330	207785070	207785106	207770320	207770362	207785655	207785682	13645	293,169	1,0	223,235,181	2,2,1	188	185	1	1.0	0.997,1.0	0.991,0.991,0.994	0.006
13646	"ENSG00000107186.17"	"MPDZ"	chr9	-	13113930	13114021	13115247	13115334	13113010	13113054	13119501	13119649	13646	9,9	13,9	15,15,14	23,17,14	236	240	0.995960597037	1.0	0.413,0.504	0.399,0.473,0.504	-0.0
13647	"ENSG00000119403.15"	"PHF19"	chr9	-	120861917	120862005	120862587	120862749	120861088	120861174	120864048	120864116	13647	224,178	73,68	211,183,115	100,76,45	298	237	0.190313498118	0.7035431846947489	0.709,0.676	0.627,0.657,0.67	0.041
13648	"ENSG00000119403.15"	"PHF19"	chr9	-	120862587	120862749	120864048	120864116	120861917	120862005	120865709	120865830	13648	69,37	151,104	45,57,33	153,100,66	217	298	0.821981450157	1.0	0.386,0.328	0.288,0.439,0.407	-0.021
13649	"ENSG00000155066.16"	"PROM2"	chr2	+	95275868	95276132	95276226	95276347	95275460	95275510	95276593	95276657	13649	4,0	94,72	2,2,1	182,127,109	298	270	0.54639366967	1.0	0.037,0.0	0.01,0.014,0.008	0.008
13650	"ENSG00000155066.16"	"PROM2"	chr2	+	95275929	95276132	95276226	95276347	95275460	95275510	95276593	95276657	13650	12,8	94,72	44,19,24	182,127,109	298	270	0.0307283379661	0.29915051270542464	0.104,0.091	0.18,0.119,0.166	-0.057
13651	"ENSG00000155066.16"	"PROM2"	chr2	+	95276226	95276347	95276593	95276657	95275868	95276132	95276971	95277061	13651	53,34	18,21	87,78,81	29,57,29	270	213	0.979196194996	1.0	0.699,0.561	0.703,0.519,0.688	-0.007
13652	"ENSG00000155066.16"	"PROM2"	chr2	+	95276593	95276657	95276971	95277061	95276226	95276347	95277363	95277496	13652	45,27	15,14	78,61,46	48,44,55	213	239	0.0139087907195	0.18789254435070102	0.771,0.684	0.646,0.609,0.484	0.148
13653	"ENSG00000155066.16"	"PROM2"	chr2	+	95287132	95287213	95287395	95287464	95286803	95286857	95288210	95288300	13653	93,110	110,91	215,159,134	282,187,132	230	218	0.31489263641	0.8637416810194521	0.445,0.534	0.419,0.446,0.49	0.038
13657	"ENSG00000109458.10"	"GAB1"	chr4	+	143433490	143433716	143437998	143438600	143415476	143415771	143439801	143439887	13657	57,37	46,25	45,27,16	36,29,15	298	298	0.418207346608	0.9599060973376013	0.553,0.597	0.556,0.482,0.516	0.057
13658	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87192681	87192845	87203775	87203936	87189778	87190024	87246114	87246212	13658	1,0	0,2	0,0,0	0,2,0	298	298	1	1.0	1.0,0.0	NA,0.0,NA	0.5
13659	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87192681	87192845	87215993	87216173	87189778	87190024	87246114	87246212	13659	13,6	0,2	5,4,8	0,2,0	298	298	0.790414801485	1.0	1.0,0.75	1.0,0.667,1.0	-0.014
13660	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87202887	87203080	87246114	87246212	87189778	87190024	87288441	87288495	13660	38,38	0,0	52,43,39	0,2,0	247	298	1	1.0	1.0,1.0	1.0,0.963,1.0	0.012
13661	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87202887	87203080	87246114	87246236	87189778	87190024	87288441	87288495	13661	6,6	0,0	12,13,2	0,2,0	271	298	1	1.0	1.0,1.0	1.0,0.877,1.0	0.041
13662	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87202887	87203080	87203775	87203936	87192681	87192845	87288441	87288495	13662	2,2	1,0	0,1,1	0,0,0	298	298	1	1.0	0.667,1.0	NA,1.0,1.0	-0.166
13663	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87202887	87203080	87246114	87246212	87192681	87192845	87288441	87288495	13663	38,37	1,0	52,45,39	0,0,0	247	298	1	1.0	0.979,1.0	1.0,1.0,1.0	-0.01
13664	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87202887	87203080	87246114	87246236	87192681	87192845	87288441	87288495	13664	6,4	1,0	12,15,2	0,0,0	271	298	1	1.0	0.868,1.0	1.0,1.0,1.0	-0.066
13665	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87203775	87203936	87215993	87216173	87189778	87190024	87246114	87246212	13665	13,6	1,0	5,4,8	0,0,0	298	298	1	1.0	0.929,1.0	1.0,1.0,1.0	-0.035
13666	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87203775	87203936	87246114	87246212	87192681	87192845	87288441	87288495	13666	38,37	2,2	52,45,39	0,1,1	247	298	0.408030140111	0.9501017604602188	0.958,0.957	1.0,0.982,0.979	-0.029
13667	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87203775	87203936	87246114	87246236	87192681	87192845	87288441	87288495	13667	6,4	2,2	12,15,2	0,1,1	271	298	0.00751971475269	0.13231835763740096	0.767,0.687	1.0,0.943,0.687	-0.15
13668	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87212115	87212190	87213769	87214278	87208167	87208512	87215993	87216173	13668	6,10	0,2	7,11,7	2,2,1	298	224	0.183724760534	0.6911157914560742	1.0,0.79	0.725,0.805,0.84	0.105
13669	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87213832	87214278	87215993	87216173	87208167	87208512	87246114	87246212	13669	16,9	1,2	7,8,8	0,1,4	298	298	0.847609244726	1.0	0.941,0.818	1.0,0.889,0.667	0.027
13670	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87215993	87216173	87246114	87246212	87189780	87190024	87288441	87288495	13670	38,38	15,11	52,43,39	9,13,11	247	298	0.285794860636	0.8294195964558259	0.753,0.806	0.875,0.8,0.811	-0.049
13671	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87215993	87216173	87246114	87246212	87207618	87207808	87288441	87288495	13671	39,41	15,11	56,43,39	9,13,11	247	298	0.321324259116	0.8702145000749075	0.758,0.818	0.882,0.8,0.811	-0.043
13672	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87215993	87216173	87246114	87246212	87208167	87208509	87288441	87288495	13672	38,36	15,11	52,43,39	9,13,11	247	298	0.253350418691	0.7948656593115606	0.753,0.798	0.875,0.8,0.811	-0.053
13673	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87215993	87216173	87246114	87246212	87208167	87208512	87288441	87288495	13673	47,41	18,14	63,47,46	11,17,11	247	298	0.195639554493	0.7102692465033078	0.759,0.779	0.874,0.769,0.835	-0.057
13674	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87215993	87216173	87246114	87246236	87208167	87208512	87288441	87288495	13674	14,8	18,14	20,17,7	11,17,11	271	298	0.224222111348	0.7532557619573077	0.461,0.386	0.667,0.524,0.412	-0.111
13675	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246212	87288441	87288495	87207623	87207808	87326629	87326672	13675	51,25	2,3	41,34,36	5,0,1	203	247	0.676397684341	1.0	0.969,0.91	0.909,1.0,0.978	-0.023
13676	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246212	87288441	87288495	87208167	87208512	87326629	87326672	13676	51,25	10,3	38,34,36	11,4,6	203	247	0.759525723625	1.0	0.861,0.91	0.808,0.912,0.88	0.019
13677	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246212	87278193	87278368	87238666	87238849	87288441	87288495	13677	2,1	41,39	2,0,0	56,56,42	298	247	0.427129789794	0.9654976102822932	0.039,0.021	0.029,0.0,0.0	0.02
13678	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246212	87288441	87288495	87238666	87238849	87326629	87326672	13678	50,22	3,1	38,34,36	4,7,3	203	247	0.0739782977215	0.4671896700278868	0.953,0.964	0.92,0.855,0.936	0.055
13679	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246212	87288441	87288495	87238666	87238872	87326629	87326672	13679	50,22	6,4	38,34,37	7,0,3	203	247	0.34279688826	0.8927406155008764	0.91,0.87	0.869,1.0,0.938	-0.046
13680	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246232	87278193	87278368	87238666	87238849	87288441	87288495	13680	2,1	1,2	2,0,0	1,7,2	298	267	0.0386397271714	0.33574191743529064	0.642,0.309	0.642,0.0,0.0	0.262
13681	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246236	87278193	87278368	87238666	87238849	87288441	87288495	13681	2,1	7,6	2,0,0	13,20,4	298	271	0.0412298529842	0.34781137101660664	0.206,0.132	0.123,0.0,0.0	0.128
13682	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246236	87288441	87288495	87238666	87238849	87326629	87326672	13682	50,22	1,2	38,34,36	1,7,2	203	271	0.161380768551	0.6583789704692052	0.985,0.936	0.981,0.866,0.96	0.025
13683	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87246114	87246236	87288441	87288495	87238666	87238872	87326629	87326672	13683	50,22	4,4	38,34,37	4,0,2	203	271	0.118048915782	0.5788645580411871	0.943,0.88	0.927,1.0,0.961	-0.051
13688	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87288441	87288495	87307956	87308060	87246114	87246212	87326629	87326672	13688	12,7	108,72	24,10,21	99,94,75	253	203	0.0191727863122	0.22942521983051045	0.082,0.072	0.163,0.079,0.183	-0.065
13690	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289296	87307956	87307981	87288441	87288495	87326629	87326672	13690	4,3	0,0	4,2,3	0,1,0	174	288	1	1.0	1.0,1.0	1.0,0.768,1.0	0.077
13691	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289296	87307956	87308038	87288441	87288495	87326629	87326672	13691	18,12	0,0	23,16,20	0,1,0	231	288	1	1.0	1.0,1.0	1.0,0.952,1.0	0.016
13692	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289296	87307956	87308060	87288441	87288495	87326629	87326672	13692	52,24	0,0	69,45,50	0,1,0	253	288	1	1.0	1.0,1.0	1.0,0.981,1.0	0.006
13696	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289296	87324972	87325108	87288441	87288495	87326629	87326672	13696	4,1	0,0	4,5,1	0,1,0	285	288	1	1.0	1.0,1.0	1.0,0.835,1.0	0.055
13698	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289299	87307956	87307981	87288441	87288495	87326629	87326672	13698	4,3	0,0	4,2,3	0,1,0	174	291	1	1.0	1.0,1.0	1.0,0.77,1.0	0.077
13699	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289299	87307956	87308038	87288441	87288495	87326629	87326672	13699	18,12	0,0	23,16,20	0,1,0	231	291	1	1.0	1.0,1.0	1.0,0.953,1.0	0.016
13700	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289299	87307956	87308060	87288441	87288495	87326629	87326672	13700	52,24	0,0	69,45,50	0,1,0	253	291	1	1.0	1.0,1.0	1.0,0.981,1.0	0.006
13704	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87289157	87289299	87324972	87325108	87288441	87288495	87326629	87326672	13704	4,1	0,0	4,5,1	0,1,0	285	291	1	1.0	1.0,1.0	1.0,0.836,1.0	0.055
13705	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87291935	87292048	87307956	87307981	87288441	87288495	87326629	87326672	13705	4,3	0,0	4,2,3	0,1,0	174	262	1	1.0	1.0,1.0	1.0,0.751,1.0	0.083
13706	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87291935	87292048	87307956	87308038	87288441	87288495	87326629	87326672	13706	18,12	0,0	23,16,20	0,1,0	231	262	1	1.0	1.0,1.0	1.0,0.948,1.0	0.017
13707	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87291935	87292048	87307956	87308060	87288441	87288495	87326629	87326672	13707	52,24	0,0	69,45,50	0,1,0	253	262	1	1.0	1.0,1.0	1.0,0.979,1.0	0.007
13711	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87291935	87292048	87324972	87325108	87288441	87288495	87326629	87326672	13711	4,1	0,0	4,5,1	0,1,0	285	262	1	1.0	1.0,1.0	1.0,0.821,1.0	0.06
13716	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87307956	87307981	87324065	87324145	87288441	87288495	87326629	87326672	13716	0,0	4,3	0,1,0	4,2,3	229	174	1	1.0	0.0,0.0	0.0,0.275,0.0	-0.092
13717	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87307956	87307981	87324091	87324145	87288441	87288495	87326629	87326672	13717	0,0	4,3	0,1,0	4,2,3	203	174	1	1.0	0.0,0.0	0.0,0.3,0.0	-0.1
13719	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87307956	87307981	87324972	87325108	87288441	87288495	87326629	87326672	13719	4,1	4,3	4,5,1	4,2,3	285	174	0.539401055376	1.0	0.379,0.169	0.379,0.604,0.169	-0.11
13720	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87307956	87308038	87324065	87324145	87288441	87288495	87326629	87326672	13720	0,0	18,12	0,1,0	23,16,20	229	231	1	1.0	0.0,0.0	0.0,0.059,0.0	-0.02
13721	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87307956	87308038	87324091	87324145	87288441	87288495	87326629	87326672	13721	0,0	18,12	0,1,0	23,16,20	203	231	1	1.0	0.0,0.0	0.0,0.066,0.0	-0.022
13723	"ENSG00000223482.11"	"NUTM2A-AS1"	chr10	-	87307956	87308038	87324972	87325108	87288441	87288495	87326629	87326672	13723	4,1	18,12	4,5,1	23,16,20	285	231	0.891954706272	1.0	0.153,0.063	0.124,0.202,0.039	-0.014
